,0,1,2,3,4,5,6,7
12,58.82352941176471,69.84924623115577,65.57377049180329,0.0,0.0,40.38748137108793,58.19812126387702,60.0
28,76.47058823529412,72.8643216080402,67.21311475409836,19.191919191919197,13.002364066193854,33.084947839046194,7.1306575576430395,60.0
39,23.529411764705888,55.77889447236181,59.016393442622956,47.474747474747474,24.46808510638298,55.29061102831596,56.02049530315968,58.33333333333334
67,11.764705882352944,54.773869346733655,75.40983606557377,0.0,0.0,63.63636363636364,32.749786507258754,55.0
100,5.882352941176472,81.90954773869346,59.016393442622956,0.0,0.0,58.12220566318928,48.84713919726728,20.0
106,5.882352941176472,48.24120603015075,100.0,0.0,0.0,33.38301043219076,5.508112724167378,10.0
120,0.0,81.40703517587939,62.295081967213115,56.56565656565657,11.82033096926714,79.28464977645307,29.077711357813836,6.666666666666668
125,5.882352941176472,44.22110552763819,24.590163934426233,42.42424242424243,11.702127659574465,81.96721311475409,17.847993168232282,8.333333333333334
155,41.1764705882353,76.38190954773869,72.13114754098359,44.44444444444446,0.0,74.51564828614009,11.058923996584117,25.0
159,100.0,81.90954773869346,59.016393442622956,41.41414141414142,13.47517730496454,60.95380029806259,31.554227156276685,43.33333333333334
172,11.764705882352944,43.71859296482411,0.0,23.232323232323235,0.0,43.07004470938898,29.675491033304873,6.666666666666668
186,47.058823529411775,90.95477386934671,55.73770491803279,36.36363636363637,58.51063829787234,44.85842026825634,22.92912040990607,65.0
187,5.882352941176472,64.321608040201,80.327868852459,41.41414141414142,6.8557919621749415,47.69001490312965,53.07429547395389,20.0
212,41.1764705882353,89.94974874371859,77.86885245901641,31.31313131313132,0.0,50.968703427719824,3.672075149444919,65.0
221,11.764705882352944,79.39698492462311,73.77049180327869,0.0,0.0,47.09388971684054,31.04184457728437,75.0
245,52.941176470588246,92.46231155778895,69.67213114754098,15.151515151515152,0.0,44.709388971684064,48.462852263023045,46.66666666666667
258,5.882352941176472,96.98492462311556,40.983606557377044,16.161616161616163,44.326241134751776,38.599105812220564,24.637062339880448,5.0
259,64.70588235294119,77.8894472361809,62.295081967213115,28.282828282828284,17.730496453900713,49.6274217585693,54.44064901793338,50.0
270,58.82352941176471,50.753768844221106,70.49180327868852,37.373737373737384,0.0,67.95827123695976,45.17506404782236,28.333333333333336
286,29.411764705882355,77.8894472361809,68.85245901639344,44.44444444444446,64.4208037825059,57.67511177347243,23.0999146029035,21.66666666666667
294,0.0,80.90452261306531,40.983606557377044,0.0,0.0,32.637853949329354,7.514944491887275,73.33333333333334
303,29.411764705882355,57.788944723618094,80.327868852459,0.0,0.0,78.8375558867362,5.593509820666096,11.666666666666668
330,47.058823529411775,59.2964824120603,59.016393442622956,19.191919191919197,0.0,34.426229508196734,59.692570452604606,41.66666666666667
375,70.58823529411767,70.35175879396985,67.21311475409836,43.43434343434343,38.4160756501182,58.42026825633385,19.214346712211785,61.66666666666667
395,11.764705882352944,63.81909547738693,47.540983606557376,24.24242424242424,32.50591016548464,41.28166915052161,64.98719043552519,6.666666666666668
408,47.058823529411775,98.99497487437185,60.65573770491803,0.0,0.0,38.599105812220564,47.523484201537144,30.0
440,0.0,94.97487437185929,85.24590163934427,25.25252525252525,0.0,51.1177347242921,15.243381725021347,33.333333333333336
455,82.3529411764706,87.9396984924623,50.819672131147534,30.303030303030305,0.0,50.07451564828615,5.721605465414176,28.333333333333336
464,58.82352941176471,57.788944723618094,80.327868852459,0.0,0.0,35.76751117734724,40.307429547395394,21.66666666666667
487,0.0,86.93467336683416,63.9344262295082,32.323232323232325,31.32387706855792,69.29955290611028,46.15713065755764,61.66666666666667
498,41.1764705882353,97.98994974874373,57.377049180327866,33.333333333333336,17.13947990543735,37.40685543964233,3.6293766011955593,56.66666666666667
584,47.058823529411775,62.31155778894472,62.295081967213115,24.24242424242424,70.92198581560285,42.77198211624441,26.003415883859947,51.66666666666667
588,17.647058823529417,88.44221105527637,70.49180327868852,27.272727272727273,18.43971631205674,49.6274217585693,45.94363791631083,51.66666666666667
590,64.70588235294119,55.77889447236181,68.85245901639344,40.40404040404041,0.0,69.74664679582712,36.165670367207525,40.0
596,0.0,33.66834170854271,62.295081967213115,0.0,0.0,67.51117734724292,4.9530315969257055,41.66666666666667
606,5.882352941176472,90.95477386934671,63.9344262295082,42.42424242424243,34.63356973995272,59.61251862891207,50.38428693424422,1.6666666666666667
621,11.764705882352944,46.231155778894475,62.295081967213115,20.202020202020204,0.0,36.065573770491795,69.17164816396242,11.666666666666668
662,47.058823529411775,83.91959798994974,86.88524590163935,46.46464646464647,27.30496453900709,56.03576751117735,3.7147736976942793,36.66666666666667
672,58.82352941176471,34.17085427135678,86.88524590163935,23.232323232323235,5.791962174940898,52.90611028315946,8.838599487617417,43.33333333333334
673,17.647058823529417,61.80904522613065,81.96721311475409,35.353535353535364,28.368794326241137,85.39493293591654,34.244235695986326,1.6666666666666667
691,76.47058823529412,79.39698492462311,93.44262295081968,0.0,0.0,63.04023845007451,7.643040136635354,38.333333333333336
695,41.1764705882353,71.35678391959799,73.77049180327869,24.24242424242424,56.73758865248227,45.30551415797318,2.134927412467976,36.66666666666667
715,41.1764705882353,93.96984924623115,40.983606557377044,33.333333333333336,46.335697399527184,50.52160953800298,31.938514090520922,21.66666666666667
763,58.82352941176471,50.753768844221106,62.295081967213115,48.48484848484848,21.27659574468085,49.031296572280176,3.970964987190436,70.0
